,date,home_team,away_team,home_score,away_score,tournament,city,country,neutral
46391,2023-09-09,DR Congo,Sudan,2.0,0.0,African Cup of Nations qualification,Kinshasa,DR Congo,False
46392,2023-09-09,Rwanda,Senegal,1.0,1.0,African Cup of Nations qualification,Butare,Rwanda,False
46393,2023-09-09,Ukraine,England,1.0,1.0,UEFA Euro qualification,Wrocław,Poland,True
46394,2023-09-09,North Macedonia,Italy,1.0,1.0,UEFA Euro qualification,Skopje,North Macedonia,False
46395,2023-09-09,Azerbaijan,Belgium,0.0,1.0,UEFA Euro qualification,Baku,Azerbaijan,False
46396,2023-09-09,Estonia,Sweden,0.0,5.0,UEFA Euro qualification,Tallinn,Estonia,False
46397,2023-09-09,Andorra,Belarus,0.0,0.0,UEFA Euro qualification,Andorra la Vella,Andorra,False
46398,2023-09-09,Kosovo,Switzerland,2.0,2.0,UEFA Euro qualification,Pristina,Kosovo,False
46399,2023-09-09,Romania,Israel,1.0,1.0,UEFA Euro qualification,Bucharest,Romania,False
46400,2023-09-10,Guatemala,Panama,1.0,1.0,CONCACAF Nations League,Guatemala City,Guatemala,False
46401,2023-09-10,El Salvador,Trinidad and Tobago,2.0,3.0,CONCACAF Nations League,San Salvador,El Salvador,False
46402,2023-09-10,Martinique,Curaçao,1.0,0.0,CONCACAF Nations League,Fort-de-France,Martinique,False
46403,2023-09-10,Guadeloupe,Sint Maarten,4.0,0.0,CONCACAF Nations League,Sainte-Anne,Guadeloupe,False
46404,2023-09-10,Saint Lucia,Saint Kitts and Nevis,2.0,0.0,CONCACAF Nations League,Gros Islet,Saint Lucia,False
46405,2023-09-10,Hungary,Czech Republic,1.0,1.0,Friendly,Budapest,Hungary,False
46406,2023-09-10,Nigeria,São Tomé and Príncipe,6.0,0.0,African Cup of Nations qualification,Uyo,Nigeria,False
46407,2023-09-10,Togo,Cape Verde,3.0,2.0,African Cup of Nations qualification,Lomé,Togo,False
46408,2023-09-10,Gambia,Congo,2.0,2.0,African Cup of Nations qualification,Marrakesh,Morocco,True
46409,2023-09-10,Republic of Ireland,Netherlands,1.0,2.0,UEFA Euro qualification,Dublin,Republic of Ireland,False
46410,2023-09-10,Greece,Gibraltar,5.0,0.0,UEFA Euro qualification,Athens,Greece,False
46411,2023-09-10,Faroe Islands,Moldova,0.0,1.0,UEFA Euro qualification,Tórshavn,Faroe Islands,False
46412,2023-09-10,Albania,Poland,2.0,0.0,UEFA Euro qualification,Tirana,Albania,False
46413,2023-09-10,Montenegro,Bulgaria,2.0,1.0,UEFA Euro qualification,Podgorica,Montenegro,False
46414,2023-09-10,Lithuania,Serbia,1.0,3.0,UEFA Euro qualification,Kaunas,Lithuania,False
46415,2023-09-10,Finland,Denmark,0.0,1.0,UEFA Euro qualification,Helsinki,Finland,False
46416,2023-09-10,Kazakhstan,Northern Ireland,1.0,0.0,UEFA Euro qualification,Astana,Kazakhstan,False
46417,2023-09-10,San Marino,Slovenia,0.0,4.0,UEFA Euro qualification,Serravalle,San Marino,False
46418,2023-09-10,Lebanon,India,1.0,0.0,King's Cup,Chiang Mai,Thailand,True
46419,2023-09-10,Thailand,Iraq,2.0,2.0,King's Cup,Chiang Mai,Thailand,False
46420,2023-09-11,Dominican Republic,Montserrat,3.0,0.0,CONCACAF Nations League,Santo Domingo,Dominican Republic,False
46421,2023-09-11,Nicaragua,Barbados,5.0,1.0,CONCACAF Nations League,Managua,Nicaragua,False
46422,2023-09-11,Saint Martin,Bonaire,2.0,1.0,CONCACAF Nations League,Basseterre,Saint Kitts and Nevis,True
46423,2023-09-11,Cayman Islands,Aruba,1.0,2.0,CONCACAF Nations League,George Town,Cayman Islands,False
46424,2023-09-11,Cambodia,Macau,4.0,0.0,Friendly,Phnom Penh,Cambodia,False
46425,2023-09-11,Hong Kong,Brunei,10.0,0.0,Friendly,Hong Kong,Hong Kong,False
46426,2023-09-11,Kuwait,Kyrgyzstan,1.0,3.0,Friendly,Dubai,United Arab Emirates,True
46427,2023-09-11,Myanmar,Nepal,1.0,0.0,Friendly,Yangon,Myanmar,False
46428,2023-09-11,Vietnam,Palestine,2.0,0.0,Friendly,Nam Định,Vietnam,False
46429,2023-09-11,Guinea-Bissau,Sierra Leone,2.0,1.0,African Cup of Nations qualification,Bissau,Guinea-Bissau,False
46430,2023-09-11,Armenia,Croatia,0.0,1.0,UEFA Euro qualification,Yerevan,Armenia,False
46431,2023-09-11,Latvia,Wales,0.0,2.0,UEFA Euro qualification,Riga,Latvia,False
46432,2023-09-11,Iceland,Bosnia and Herzegovina,1.0,0.0,UEFA Euro qualification,Reykjavík,Iceland,False
46433,2023-09-11,Portugal,Luxembourg,9.0,0.0,UEFA Euro qualification,São João da Venda,Portugal,False
46434,2023-09-11,Slovakia,Liechtenstein,3.0,0.0,UEFA Euro qualification,Bratislava,Slovakia,False
46435,2023-09-12,Cuba,Suriname,1.0,0.0,CONCACAF Nations League,Santiago de Cuba,Cuba,False
46436,2023-09-12,Jamaica,Haiti,2.0,2.0,CONCACAF Nations League,Kingston,Jamaica,False
46437,2023-09-12,Honduras,Grenada,4.0,0.0,CONCACAF Nations League,Tegucigalpa,Honduras,False
46438,2023-09-12,Saint Vincent and the Grenadines,Bermuda,4.0,3.0,CONCACAF Nations League,Kingstown,Saint Vincent and the Grenadines,False
46439,2023-09-12,French Guiana,Belize,0.0,2.0,CONCACAF Nations League,Cayenne,French Guiana,False
46440,2023-09-12,Guyana,Bahamas,3.0,2.0,CONCACAF Nations League,Leonora,Guyana,False
46441,2023-09-12,Puerto Rico,Antigua and Barbuda,5.0,0.0,CONCACAF Nations League,Nassau,Bahamas,True
46442,2023-09-12,Turks and Caicos Islands,Dominica,0.0,3.0,CONCACAF Nations League,Providenciales,Turks and Caicos Islands,False
46443,2023-09-12,Bolivia,Argentina,0.0,3.0,FIFA World Cup qualification,La Paz,Bolivia,False
46444,2023-09-12,Ecuador,Uruguay,2.0,1.0,FIFA World Cup qualification,Quito,Ecuador,False
46445,2023-09-12,Venezuela,Paraguay,1.0,0.0,FIFA World Cup qualification,Maturín,Venezuela,False
46446,2023-09-12,Peru,Brazil,0.0,1.0,FIFA World Cup qualification,Lima,Peru,False
46447,2023-09-12,Chile,Colombia,0.0,0.0,FIFA World Cup qualification,Santiago,Chile,False
46448,2023-09-12,Azerbaijan,Jordan,2.0,1.0,Friendly,Baku,Azerbaijan,False
46449,2023-09-12,Bahrain,Turkmenistan,1.0,1.0,Friendly,Dubai,United Arab Emirates,True
46450,2023-09-12,China,Syria,0.0,1.0,Friendly,Chengdu,China,False
46451,2023-09-12,Egypt,Tunisia,1.0,3.0,Friendly,Cairo,Egypt,False
46452,2023-09-12,Germany,France,2.0,1.0,Friendly,Dortmund,Germany,False
46453,2023-09-12,Qatar,Russia,1.0,1.0,Friendly,Al Wakrah,Qatar,False
46454,2023-09-12,Ghana,Liberia,3.0,1.0,Friendly,Accra,Ghana,False
46455,2023-09-12,Iran,Angola,4.0,0.0,Friendly,Tehran,Iran,False
46456,2023-09-12,Japan,Turkey,4.0,2.0,Friendly,Genk,Belgium,True
46457,2023-09-12,Kenya,South Sudan,0.0,1.0,Friendly,Nairobi,Kenya,False
46458,2023-09-12,South Korea,Saudi Arabia,1.0,0.0,Friendly,Newcastle,England,True
46459,2023-09-12,Mexico,Uzbekistan,3.0,3.0,Friendly,Atlanta,United States,True
46460,2023-09-12,Morocco,Burkina Faso,1.0,0.0,Friendly,Lens,France,True
46461,2023-09-12,Philippines,Afghanistan,2.0,1.0,Friendly,Manila,Philippines,False
46462,2023-09-12,Scotland,England,1.0,3.0,Friendly,Glasgow,Scotland,False
46463,2023-09-12,Senegal,Algeria,0.0,1.0,Friendly,Diamniadio,Senegal,False
46464,2023-09-12,Singapore,Taiwan,3.0,1.0,Friendly,Bishan,Singapore,False
46465,2023-09-12,South Africa,DR Congo,1.0,0.0,Friendly,Johannesburg,South Africa,False
46466,2023-09-12,United Arab Emirates,Costa Rica,4.0,1.0,Friendly,Zagreb,Croatia,True
46467,2023-09-12,United States,Oman,4.0,0.0,Friendly,Saint Paul,United States,False
46468,2023-09-12,Cameroon,Burundi,3.0,0.0,African Cup of Nations qualification,Garoua,Cameroon,False
46469,2023-09-12,Norway,Georgia,2.0,1.0,UEFA Euro qualification,Oslo,Norway,False
46470,2023-09-12,Spain,Cyprus,6.0,0.0,UEFA Euro qualification,Granada,Spain,False
46471,2023-09-12,Italy,Ukraine,2.0,1.0,UEFA Euro qualification,Milan,Italy,False
46472,2023-09-12,Malta,North Macedonia,0.0,2.0,UEFA Euro qualification,Ta' Qali,Malta,False
46473,2023-09-12,Belgium,Estonia,5.0,0.0,UEFA Euro qualification,Brussels,Belgium,False
46474,2023-09-12,Sweden,Austria,1.0,3.0,UEFA Euro qualification,Stockholm,Sweden,False
46475,2023-09-12,Switzerland,Andorra,3.0,0.0,UEFA Euro qualification,Sion,Switzerland,False
46476,2023-09-12,Israel,Belarus,1.0,0.0,UEFA Euro qualification,Tel Aviv,Israel,False
46477,2023-09-12,Romania,Kosovo,2.0,0.0,UEFA Euro qualification,Bucharest,Romania,False
46478,2023-10-08,Papua New Guinea,Solomon Islands,1.0,3.0,MSG Prime Minister's Cup,New Caledonia,New Caledonia,True
46479,2023-10-08,New Caledonia,Vanuatu,4.0,0.0,MSG Prime Minister's Cup,New Caledonia,New Caledonia,False
46480,2023-10-10,China,Vietnam,2.0,0.0,Friendly,Dalian,China,False
46481,2023-10-11,Wales,Gibraltar,4.0,0.0,Friendly,Wrexham,Wales,False
46482,2023-10-11,Solomon Islands,Vanuatu,1.0,0.0,MSG Prime Minister's Cup,New Caledonia,New Caledonia,True
46483,2023-10-11,New Caledonia,Papua New Guinea,3.0,1.0,MSG Prime Minister's Cup,New Caledonia,New Caledonia,False
46484,2023-10-12,Suriname,Haiti,1.0,1.0,CONCACAF Nations League,Paramaribo,Suriname,False
46485,2023-10-12,Grenada,Jamaica,1.0,4.0,CONCACAF Nations League,St. George's,Grenada,False
46486,2023-10-12,Cuba,Honduras,0.0,0.0,CONCACAF Nations League,Santo Domingo,Dominican Republic,True
46487,2023-10-12,Sint Maarten,Saint Kitts and Nevis,2.0,3.0,CONCACAF Nations League,The Valley,Anguilla,True
46488,2023-10-12,Saint Lucia,Guadeloupe,2.0,1.0,CONCACAF Nations League,Gros Islet,Saint Lucia,False
46489,2023-10-12,Bonaire,Anguilla,2.0,0.0,CONCACAF Nations League,Rincon,Bonaire,False
46490,2023-10-12,Dominica,British Virgin Islands,1.0,1.0,CONCACAF Nations League,Gros Islet,Saint Lucia,True
46491,2023-10-12,Colombia,Uruguay,2.0,2.0,FIFA World Cup qualification,Barranquilla,Colombia,False
46492,2023-10-12,Bolivia,Ecuador,1.0,2.0,FIFA World Cup qualification,La Paz,Bolivia,False
46493,2023-10-12,Argentina,Paraguay,1.0,0.0,FIFA World Cup qualification,Buenos Aires,Argentina,False
46494,2023-10-12,Brazil,Venezuela,1.0,1.0,FIFA World Cup qualification,Cuiabá,Brazil,False
46495,2023-10-12,Chile,Peru,2.0,0.0,FIFA World Cup qualification,Santiago,Chile,False
46496,2023-10-12,Afghanistan,Mongolia,1.0,0.0,FIFA World Cup qualification,Dushanbe,Tajikistan,True
46497,2023-10-12,Cambodia,Pakistan,0.0,0.0,FIFA World Cup qualification,Phnom Penh,Cambodia,False
46498,2023-10-12,Taiwan,Timor-Leste,4.0,0.0,FIFA World Cup qualification,Kaohsiung,Taiwan,False
46499,2023-10-12,Hong Kong,Bhutan,4.0,0.0,FIFA World Cup qualification,Hong Kong,Hong Kong,False
46500,2023-10-12,Indonesia,Brunei,6.0,0.0,FIFA World Cup qualification,Jakarta,Indonesia,False
46501,2023-10-12,Maldives,Bangladesh,1.0,1.0,FIFA World Cup qualification,Malé,Maldives,False
46502,2023-10-12,Myanmar,Macau,5.0,1.0,FIFA World Cup qualification,Yangon,Myanmar,False
46503,2023-10-12,Nepal,Laos,1.0,1.0,FIFA World Cup qualification,Kathmandu,Nepal,False
46504,2023-10-12,Singapore,Guam,2.0,1.0,FIFA World Cup qualification,Kallang,Singapore,False
46505,2023-10-12,Yemen,Sri Lanka,3.0,0.0,FIFA World Cup qualification,Abha,Saudi Arabia,True
46506,2023-10-12,Algeria,Cape Verde,5.0,1.0,Friendly,Constantine,Algeria,False
46507,2023-10-12,Bahrain,Kyrgyzstan,2.0,0.0,Friendly,Arad,Bahrain,False
46508,2023-10-12,Egypt,Zambia,1.0,0.0,Friendly,Al Ain,United Arab Emirates,True
46509,2023-10-12,Georgia,Thailand,8.0,0.0,Friendly,Tbilisi,Georgia,False
46510,2023-10-12,Montenegro,Lebanon,3.0,2.0,Friendly,Podgorica,Montenegro,False
46511,2023-10-12,Russia,Cameroon,1.0,0.0,Friendly,Moscow,Russia,False
46512,2023-10-12,Sweden,Moldova,3.0,1.0,Friendly,Stockholm,Sweden,False
46513,2023-10-12,Spain,Scotland,2.0,0.0,UEFA Euro qualification,Seville,Spain,False
46514,2023-10-12,Cyprus,Norway,0.0,4.0,UEFA Euro qualification,Larnaca,Cyprus,False
46515,2023-10-12,Latvia,Armenia,2.0,0.0,UEFA Euro qualification,Riga,Latvia,False
46516,2023-10-12,Croatia,Turkey,0.0,1.0,UEFA Euro qualification,Osijek,Croatia,False
46517,2023-10-12,Faroe Islands,Poland,0.0,2.0,UEFA Euro qualification,Tórshavn,Faroe Islands,False
46518,2023-10-12,Albania,Czech Republic,3.0,0.0,UEFA Euro qualification,Tirana,Albania,False
46519,2023-10-12,Andorra,Kosovo,0.0,3.0,UEFA Euro qualification,Andorra la Vella,Andorra,False
46520,2023-10-12,Belarus,Romania,0.0,0.0,UEFA Euro qualification,Budapest,Hungary,True
46521,2023-10-13,Curaçao,Panama,1.0,2.0,CONCACAF Nations League,Willemstad,Curaçao,False
46522,2023-10-13,Martinique,El Salvador,1.0,0.0,CONCACAF Nations League,Fort-de-France,Martinique,False
46523,2023-10-13,Trinidad and Tobago,Guatemala,3.0,2.0,CONCACAF Nations League,Port of Spain,Trinidad and Tobago,False
46524,2023-10-13,Montserrat,Nicaragua,0.0,3.0,CONCACAF Nations League,Bridgetown,Barbados,True
46525,2023-10-13,Barbados,Dominican Republic,0.0,5.0,CONCACAF Nations League,Bridgetown,Barbados,False
46526,2023-10-13,Saint Vincent and the Grenadines,French Guiana,1.0,4.0,CONCACAF Nations League,Kingstown,Saint Vincent and the Grenadines,False
46527,2023-10-13,Belize,Bermuda,0.0,1.0,CONCACAF Nations League,Belmopan,Belize,False
46528,2023-10-13,DR Congo,New Zealand,1.0,1.0,Friendly,Murcia,Spain,True
46529,2023-10-13,England,Australia,1.0,0.0,Friendly,London,England,False
46530,2023-10-13,Equatorial Guinea,Burkina Faso,0.0,0.0,Friendly,Malabo,Equatorial Guinea,False
46531,2023-10-13,Guinea,Guinea-Bissau,1.0,0.0,Friendly,Setúbal,Portugal,True
46532,2023-10-13,Iraq,Qatar,0.0,0.0,Friendly,Amman,Jordan,True
46533,2023-10-13,Japan,Canada,4.0,1.0,Friendly,Niigata,Japan,False
46534,2023-10-13,South Korea,Tunisia,4.0,0.0,Friendly,Seoul,South Korea,False
46535,2023-10-13,Mali,Uganda,1.0,0.0,Friendly,Bamako,Mali,False
46536,2023-10-13,Nigeria,Saudi Arabia,2.0,2.0,Friendly,Portimão,Portugal,True
46537,2023-10-13,South Africa,Eswatini,0.0,0.0,Friendly,Johannesburg,South Africa,False
46538,2023-10-13,Vietnam,Uzbekistan,0.0,2.0,Friendly,Dalian,China,True
46539,2023-10-13,Republic of Ireland,Greece,0.0,2.0,UEFA Euro qualification,Dublin,Republic of Ireland,False
46540,2023-10-13,Netherlands,France,1.0,2.0,UEFA Euro qualification,Amsterdam,Netherlands,False
46541,2023-10-13,Estonia,Azerbaijan,0.0,2.0,UEFA Euro qualification,Tallinn,Estonia,False
46542,2023-10-13,Austria,Belgium,2.0,3.0,UEFA Euro qualification,Vienna,Austria,False
46543,2023-10-13,Iceland,Luxembourg,1.0,1.0,UEFA Euro qualification,Reykjavík,Iceland,False
46544,2023-10-13,Portugal,Slovakia,3.0,2.0,UEFA Euro qualification,Porto,Portugal,False
46545,2023-10-13,Liechtenstein,Bosnia and Herzegovina,0.0,2.0,UEFA Euro qualification,Vaduz,Liechtenstein,False
46546,2023-10-13,Angola,Mozambique,1.0,1.0,Friendly,Albufeira,Portugal,True
46547,2023-10-14,Puerto Rico,Guyana,1.0,3.0,CONCACAF Nations League,Añasco,Puerto Rico,False
46548,2023-10-14,Bahamas,Antigua and Barbuda,1.0,4.0,CONCACAF Nations League,Nassau,Bahamas,False
46549,2023-10-14,Aruba,United States Virgin Islands,3.0,1.0,CONCACAF Nations League,Oranjestad,Aruba,False
46550,2023-10-14,Ivory Coast,Morocco,1.0,1.0,Friendly,Abidjan,Ivory Coast,False
46551,2023-10-14,Liberia,Libya,2.0,3.0,Friendly,Khouribga,Morocco,True
46552,2023-10-14,Mauritania,Madagascar,2.0,1.0,Friendly,Mohammedia,Morocco,True
46553,2023-10-14,Mexico,Ghana,2.0,0.0,Friendly,Charlotte,United States,True
46554,2023-10-14,Niger,Somalia,3.0,0.0,Friendly,Mohammedia,Morocco,True
46555,2023-10-14,Sierra Leone,Benin,1.0,1.0,Friendly,Khouribga,Morocco,True
46556,2023-10-14,United States,Germany,1.0,3.0,Friendly,East Hartford,United States,False
46557,2023-10-14,Ukraine,North Macedonia,2.0,0.0,UEFA Euro qualification,Prague,Czech Republic,True
46558,2023-10-14,Italy,Malta,4.0,0.0,UEFA Euro qualification,Bari,Italy,False
46559,2023-10-14,Bulgaria,Lithuania,0.0,2.0,UEFA Euro qualification,Sofia,Bulgaria,False
46560,2023-10-14,Hungary,Serbia,2.0,1.0,UEFA Euro qualification,Budapest,Hungary,False
46561,2023-10-14,Northern Ireland,San Marino,3.0,0.0,UEFA Euro qualification,Belfast,Northern Ireland,False
46562,2023-10-14,Slovenia,Finland,3.0,0.0,UEFA Euro qualification,Ljubljana,Slovenia,False
46563,2023-10-14,Denmark,Kazakhstan,3.0,1.0,UEFA Euro qualification,Copenhagen,Denmark,False
46564,2023-10-14,Papua New Guinea,Vanuatu,0.0,1.0,MSG Prime Minister's Cup,New Caledonia,New Caledonia,True
46565,2023-10-14,New Caledonia,Solomon Islands,0.0,1.0,MSG Prime Minister's Cup,New Caledonia,New Caledonia,False
46566,2023-10-15,Honduras,Cuba,4.0,0.0,CONCACAF Nations League,Tegucigalpa,Honduras,False
46567,2023-10-15,Haiti,Jamaica,2.0,3.0,CONCACAF Nations League,Port of Spain,Trinidad and Tobago,True
46568,2023-10-15,Suriname,Grenada,4.0,0.0,CONCACAF Nations League,Paramaribo,Suriname,False
46569,2023-10-15,Guadeloupe,Saint Lucia,2.0,0.0,CONCACAF Nations League,Sainte-Anne,Guadeloupe,False
46570,2023-10-15,Saint Kitts and Nevis,Sint Maarten,0.0,1.0,CONCACAF Nations League,Basseterre,Saint Kitts and Nevis,False
46571,2023-10-15,Kyrgyzstan,Philippines,0.0,1.0,Friendly,Manama,Bahrain,True
46572,2023-10-15,Sudan,Tanzania,1.0,1.0,Friendly,Taif,Saudi Arabia,True
46573,2023-10-15,Georgia,Cyprus,4.0,0.0,UEFA Euro qualification,Tbilisi,Georgia,False
46574,2023-10-15,Norway,Spain,0.0,1.0,UEFA Euro qualification,Oslo,Norway,False
46575,2023-10-15,Wales,Croatia,2.0,1.0,UEFA Euro qualification,Cardiff,Wales,False
46576,2023-10-15,Turkey,Latvia,4.0,0.0,UEFA Euro qualification,Konya,Turkey,False
46577,2023-10-15,Czech Republic,Faroe Islands,1.0,0.0,UEFA Euro qualification,Plzeň,Czech Republic,False
46578,2023-10-15,Poland,Moldova,1.0,1.0,UEFA Euro qualification,Warsaw,Poland,False
46579,2023-10-15,Switzerland,Belarus,3.0,3.0,UEFA Euro qualification,St. Gallen,Switzerland,False
46580,2023-10-15,Romania,Andorra,4.0,0.0,UEFA Euro qualification,Bucharest,Romania,False
46581,2023-10-16,Dominican Republic,Barbados,5.0,2.0,CONCACAF Nations League,Santiago de los Caballeros,Dominican Republic,False
46582,2023-10-16,Nicaragua,Montserrat,3.0,0.0,CONCACAF Nations League,Managua,Nicaragua,False
46583,2023-10-16,French Guiana,Saint Vincent and the Grenadines,3.0,2.0,CONCACAF Nations League,Fort-de-France,Martinique,True
46584,2023-10-16,Saint Martin,Anguilla,8.0,0.0,CONCACAF Nations League,Basseterre,Saint Kitts and Nevis,True
46585,2023-10-16,Turks and Caicos Islands,British Virgin Islands,2.0,2.0,CONCACAF Nations League,Providenciales,Turks and Caicos Islands,False
46586,2023-10-16,Algeria,Egypt,1.0,1.0,Friendly,Al Ain,United Arab Emirates,True
46587,2023-10-16,Botswana,Eswatini,2.0,1.0,Friendly,Lobatse,Botswana,False
46588,2023-10-16,Kenya,Russia,2.0,2.0,Friendly,Antalya,Turkey,True
46589,2023-10-16,China,Uzbekistan,1.0,2.0,Friendly,Dalian,China,False
46590,2023-10-16,Mozambique,Nigeria,2.0,3.0,Friendly,Albufeira,Portugal,True
46591,2023-10-16,Senegal,Cameroon,1.0,0.0,Friendly,Lens,France,True
46592,2023-10-16,Gibraltar,Republic of Ireland,0.0,4.0,UEFA Euro qualification,Faro-Loulé,Portugal,True
46593,2023-10-16,Greece,Netherlands,0.0,1.0,UEFA Euro qualification,Athens,Greece,False
46594,2023-10-16,Azerbaijan,Austria,0.0,1.0,UEFA Euro qualification,Baku,Azerbaijan,False
46595,2023-10-16,Belgium,Sweden,1.0,1.0,UEFA Euro qualification,Brussels,Belgium,False
46596,2023-10-16,Iceland,Liechtenstein,4.0,0.0,UEFA Euro qualification,Reykjavík,Iceland,False
46597,2023-10-16,Bosnia and Herzegovina,Portugal,0.0,5.0,UEFA Euro qualification,Zenica,Bosnia and Herzegovina,False
46598,2023-10-16,Luxembourg,Slovakia,0.0,1.0,UEFA Euro qualification,Luxembourg,Luxembourg,False
46599,2023-10-17,El Salvador,Martinique,0.0,0.0,CONCACAF Nations League,San Salvador,El Salvador,False
46600,2023-10-17,Panama,Guatemala,3.0,0.0,CONCACAF Nations League,Panama City,Panama,False
46601,2023-10-17,Curaçao,Trinidad and Tobago,5.0,3.0,CONCACAF Nations League,Willemstad,Curaçao,False
46602,2023-10-17,Bermuda,Belize,1.0,1.0,CONCACAF Nations League,Devonshire Parish,Bermuda,False
46603,2023-10-17,Antigua and Barbuda,Bahamas,2.0,2.0,CONCACAF Nations League,Piggotts,Antigua and Barbuda,False
46604,2023-10-17,Guyana,Puerto Rico,3.0,1.0,CONCACAF Nations League,Basseterre,Saint Kitts and Nevis,True
46605,2023-10-17,Cayman Islands,United States Virgin Islands,2.0,1.0,CONCACAF Nations League,George Town,Cayman Islands,False
46606,2023-10-17,Venezuela,Chile,3.0,0.0,FIFA World Cup qualification,Maturín,Venezuela,False
46607,2023-10-17,Ecuador,Colombia,0.0,0.0,FIFA World Cup qualification,Quito,Ecuador,False
46608,2023-10-17,Paraguay,Bolivia,1.0,0.0,FIFA World Cup qualification,Asunción,Paraguay,False
46609,2023-10-17,Peru,Argentina,0.0,2.0,FIFA World Cup qualification,Lima,Peru,False
46610,2023-10-17,Uruguay,Brazil,2.0,0.0,FIFA World Cup qualification,Montevideo,Uruguay,False
46611,2023-10-17,Bangladesh,Maldives,2.0,1.0,FIFA World Cup qualification,Dhaka,Bangladesh,False
46612,2023-10-17,Bhutan,Hong Kong,2.0,0.0,FIFA World Cup qualification,Thimphu,Bhutan,False
46613,2023-10-17,Brunei,Indonesia,0.0,6.0,FIFA World Cup qualification,Bandar Seri Begawan,Brunei,False
46614,2023-10-17,Guam,Singapore,0.0,1.0,FIFA World Cup qualification,Dededo,Guam,False
46615,2023-10-17,Laos,Nepal,0.0,1.0,FIFA World Cup qualification,Vientiane,Laos,False
46616,2023-10-17,Macau,Myanmar,0.0,0.0,FIFA World Cup qualification,Taipa,Macau,False
46617,2023-10-17,Mongolia,Afghanistan,0.0,1.0,FIFA World Cup qualification,Ulaanbaatar,Mongolia,False
46618,2023-10-17,Pakistan,Cambodia,1.0,0.0,FIFA World Cup qualification,Islamabad,Pakistan,False
46619,2023-10-17,Sri Lanka,Yemen,1.0,1.0,FIFA World Cup qualification,Colombo,Sri Lanka,False
46620,2023-10-17,Taiwan,Timor-Leste,3.0,0.0,FIFA World Cup qualification,Kaohsiung,Taiwan,False
46621,2023-10-17,Albania,Bulgaria,2.0,0.0,Friendly,Tirana,Albania,False
46622,2023-10-17,Angola,DR Congo,0.0,0.0,Friendly,Setúbal,Portugal,True
46623,2023-10-17,Australia,New Zealand,2.0,0.0,Soccer Ashes,Brentford,England,True
46624,2023-10-17,Bahrain,Philippines,1.0,0.0,Friendly,Arad,Bahrain,False
46625,2023-10-17,Benin,Madagascar,1.0,2.0,Friendly,Casablanca,Morocco,True
46626,2023-10-17,Burkina Faso,Mauritania,2.0,1.0,Friendly,Casablanca,Morocco,True
46627,2023-10-17,Cape Verde,Comoros,1.0,2.0,Friendly,Fos-sur-Mer,Cape Verde,False
46628,2023-10-17,Estonia,Thailand,1.0,1.0,Friendly,Tallinn,Estonia,False
46629,2023-10-17,France,Scotland,4.0,1.0,Friendly,Lille,France,False
46630,2023-10-17,Guinea,Gabon,1.0,1.0,Friendly,Faro-Loulé,Portugal,True
46631,2023-10-17,Ivory Coast,South Africa,1.0,1.0,Friendly,Abidjan,Ivory Coast,False
46632,2023-10-17,South Korea,Vietnam,6.0,0.0,Friendly,Suwon,South Korea,False
46633,2023-10-17,Libya,Niger,1.0,1.0,Friendly,Khouribga,Morocco,True
46634,2023-10-17,Mali,Saudi Arabia,3.0,1.0,Friendly,Portimão,Portugal,True
46635,2023-10-17,Mexico,Germany,2.0,2.0,Friendly,Philadelphia,United States,True
46636,2023-10-17,North Macedonia,Armenia,3.0,1.0,Friendly,Strumica,North Macedonia,False
46637,2023-10-17,Somalia,Sierra Leone,0.0,2.0,Friendly,Khouribga,Morocco,True
46638,2023-10-17,Sudan,Chad,1.0,0.0,Friendly,Taif,Saudi Arabia,True
46639,2023-10-17,Syria,Kuwait,1.0,2.0,Friendly,Dubai,United Arab Emirates,True
46640,2023-10-17,United Arab Emirates,Lebanon,2.0,1.0,Friendly,Dubai,United Arab Emirates,False
46641,2023-10-17,United States,Ghana,4.0,0.0,Friendly,Nashville,United States,False
46642,2023-10-17,Zambia,Uganda,3.0,0.0,Friendly,Sharjah,United Arab Emirates,True
46643,2023-10-17,Morocco,Liberia,3.0,0.0,African Cup of Nations qualification,Agadir,Morocco,False
46644,2023-10-17,England,Italy,3.0,1.0,UEFA Euro qualification,London,England,False
46645,2023-10-17,Malta,Ukraine,1.0,3.0,UEFA Euro qualification,Ta' Qali,Malta,False
46646,2023-10-17,Serbia,Montenegro,3.0,1.0,UEFA Euro qualification,Belgrade,Serbia,False
46647,2023-10-17,Lithuania,Hungary,2.0,2.0,UEFA Euro qualification,Kaunas,Lithuania,False
46648,2023-10-17,Finland,Kazakhstan,1.0,2.0,UEFA Euro qualification,Helsinki,Finland,False
46649,2023-10-17,Northern Ireland,Slovenia,0.0,1.0,UEFA Euro qualification,Belfast,Northern Ireland,False
46650,2023-10-17,San Marino,Denmark,1.0,2.0,UEFA Euro qualification,Serravalle,San Marino,False
46651,2023-10-23,United Arab Emirates,Kuwait,1.0,0.0,Friendly,Dubai,United Arab Emirates,False
46652,2023-11-11,Guatemala,Jamaica,0.0,0.0,Friendly,Harrison,United States,True
46653,2023-11-12,Kosovo,Israel,1.0,0.0,UEFA Euro qualification,Pristina,Kosovo,False
46654,2023-11-15,Ethiopia,Sierra Leone,0.0,0.0,FIFA World Cup qualification,El Jadida,Morocco,True
