,date,home_team,away_team,home_score,away_score,tournament,city,country,neutral
48740,2025-10-10,Jordan,Bolivia,0.0,1.0,Friendly,Istanbul,Turkey,True
48741,2025-10-10,South Korea,Brazil,0.0,5.0,Friendly,Seoul,South Korea,False
48742,2025-10-10,Uruguay,Dominican Republic,1.0,0.0,Friendly,Kuala Lumpur,Malaysia,True
48743,2025-10-10,United States,Ecuador,1.0,1.0,Friendly,Austin,United States,False
48744,2025-10-10,Togo,DR Congo,0.0,1.0,FIFA World Cup qualification,Lomé,Togo,False
48745,2025-10-10,South Sudan,Senegal,0.0,5.0,FIFA World Cup qualification,Juba,South Sudan,False
48746,2025-10-10,Sudan,Mauritania,0.0,0.0,FIFA World Cup qualification,Dar es Salaam,Tanzania,True
48747,2025-10-10,Lesotho,Nigeria,1.0,2.0,FIFA World Cup qualification,Polokwane,South Africa,True
48748,2025-10-10,Rwanda,Benin,0.0,1.0,FIFA World Cup qualification,Kigali,Rwanda,False
48749,2025-10-10,South Africa,Zimbabwe,0.0,0.0,FIFA World Cup qualification,Durban,South Africa,False
48750,2025-10-10,Gambia,Gabon,3.0,4.0,FIFA World Cup qualification,Nairobi,Kenya,True
48751,2025-10-10,Seychelles,Ivory Coast,0.0,7.0,FIFA World Cup qualification,Saint Pierre,Mauritius,True
48752,2025-10-10,Tunisia,São Tomé and Príncipe,6.0,0.0,FIFA World Cup qualification,Radès,Tunisia,False
48753,2025-10-10,Northern Ireland,Slovakia,2.0,0.0,FIFA World Cup qualification,Belfast,Northern Ireland,False
48754,2025-10-10,Germany,Luxembourg,4.0,0.0,FIFA World Cup qualification,Sinsheim,Germany,False
48755,2025-10-10,Kosovo,Slovenia,0.0,0.0,FIFA World Cup qualification,Pristina,Kosovo,False
48756,2025-10-10,Sweden,Switzerland,0.0,2.0,FIFA World Cup qualification,Solna,Sweden,False
48757,2025-10-10,Iceland,Ukraine,3.0,5.0,FIFA World Cup qualification,Reykjavík,Iceland,False
48758,2025-10-10,France,Azerbaijan,3.0,0.0,FIFA World Cup qualification,Paris,France,False
48759,2025-10-10,Kazakhstan,Liechtenstein,4.0,0.0,FIFA World Cup qualification,Astana,Kazakhstan,False
48760,2025-10-10,Belgium,North Macedonia,0.0,0.0,FIFA World Cup qualification,Ghent,Belgium,False
48761,2025-10-10,Suriname,Guatemala,1.0,1.0,FIFA World Cup qualification,Paramaribo,Suriname,False
48762,2025-10-10,El Salvador,Panama,0.0,1.0,FIFA World Cup qualification,San Salvador,El Salvador,False
48763,2025-10-10,Bermuda,Trinidad and Tobago,0.0,3.0,FIFA World Cup qualification,Devonshire Parish,Bermuda,False
48764,2025-10-10,Curaçao,Jamaica,2.0,0.0,FIFA World Cup qualification,Willemstad,Curaçao,False
48765,2025-10-11,Grenada,Cuba,2.0,0.0,Friendly,St. George's,Grenada,False
48766,2025-10-11,Mexico,Colombia,0.0,4.0,Friendly,Arlington,United States,True
48767,2025-10-11,United Arab Emirates,Oman,2.0,1.0,FIFA World Cup qualification,Al Rayyan,Qatar,True
48768,2025-10-11,Iraq,Indonesia,1.0,0.0,FIFA World Cup qualification,Jeddah,Saudi Arabia,True
48769,2025-10-11,Spain,Georgia,2.0,0.0,FIFA World Cup qualification,Elche,Spain,False
48770,2025-10-11,Bulgaria,Turkey,1.0,6.0,FIFA World Cup qualification,Sofia,Bulgaria,False
48771,2025-10-11,Hungary,Armenia,2.0,0.0,FIFA World Cup qualification,Budapest,Hungary,False
48772,2025-10-11,Portugal,Republic of Ireland,1.0,0.0,FIFA World Cup qualification,Lisbon,Portugal,False
48773,2025-10-11,Norway,Israel,5.0,0.0,FIFA World Cup qualification,Oslo,Norway,False
48774,2025-10-11,Estonia,Italy,1.0,3.0,FIFA World Cup qualification,Tallinn,Estonia,False
48775,2025-10-11,Latvia,Andorra,2.0,2.0,FIFA World Cup qualification,Riga,Latvia,False
48776,2025-10-11,Serbia,Albania,0.0,1.0,FIFA World Cup qualification,Leskovac,Serbia,False
48777,2025-10-12,Malta,Bosnia and Herzegovina,1.0,4.0,Friendly,Ta' Qali,Malta,False
48778,2025-10-12,Burkina Faso,Ethiopia,3.0,1.0,FIFA World Cup qualification,Ouagadougou,Burkina Faso,False
48779,2025-10-12,Djibouti,Sierra Leone,1.0,2.0,FIFA World Cup qualification,Casablanca,Morocco,True
48780,2025-10-12,Egypt,Guinea-Bissau,1.0,0.0,FIFA World Cup qualification,Cairo,Egypt,False
48781,2025-10-12,Zambia,Niger,0.0,1.0,FIFA World Cup qualification,Ndola,Zambia,False
48782,2025-10-12,Chad,Central African Republic,2.0,3.0,FIFA World Cup qualification,N'Djamena,Chad,False
48783,2025-10-12,Ghana,Comoros,1.0,0.0,FIFA World Cup qualification,Accra,Ghana,False
48784,2025-10-12,Mali,Madagascar,4.0,1.0,FIFA World Cup qualification,Bamako,Mali,False
48785,2025-10-12,Scotland,Belarus,2.0,1.0,FIFA World Cup qualification,Glasgow,Scotland,False
48786,2025-10-12,Denmark,Greece,3.0,1.0,FIFA World Cup qualification,Copenhagen,Denmark,False
48787,2025-10-12,Netherlands,Finland,4.0,0.0,FIFA World Cup qualification,Amsterdam,Netherlands,False
48788,2025-10-12,Lithuania,Poland,0.0,2.0,FIFA World Cup qualification,Kaunas,Lithuania,False
48789,2025-10-12,San Marino,Cyprus,0.0,4.0,FIFA World Cup qualification,Serravalle,San Marino,False
48790,2025-10-12,Romania,Austria,1.0,0.0,FIFA World Cup qualification,Bucharest,Romania,False
48791,2025-10-12,Faroe Islands,Czech Republic,2.0,1.0,FIFA World Cup qualification,Tórshavn,Faroe Islands,False
48792,2025-10-12,Croatia,Gibraltar,3.0,0.0,FIFA World Cup qualification,Varaždin,Croatia,False
48793,2025-10-13,Montenegro,Liechtenstein,2.0,1.0,Friendly,Podgorica,Montenegro,False
48794,2025-10-13,Uzbekistan,Uruguay,1.0,2.0,Friendly,Malacca City,Malaysia,True
48795,2025-10-13,South Sudan,Togo,0.0,0.0,FIFA World Cup qualification,Juba,South Sudan,False
48796,2025-10-13,Lesotho,Zimbabwe,1.0,0.0,FIFA World Cup qualification,Polokwane,South Africa,True
48797,2025-10-13,Cape Verde,Eswatini,3.0,0.0,FIFA World Cup qualification,Praia,Cape Verde,False
48798,2025-10-13,Cameroon,Angola,0.0,0.0,FIFA World Cup qualification,Yaoundé,Cameroon,False
48799,2025-10-13,Mauritius,Libya,0.0,0.0,FIFA World Cup qualification,Saint Pierre,Mauritius,False
48800,2025-10-13,Equatorial Guinea,Liberia,1.0,1.0,FIFA World Cup qualification,Malabo,Equatorial Guinea,False
48801,2025-10-13,São Tomé and Príncipe,Malawi,1.0,0.0,FIFA World Cup qualification,Sousse,Tunisia,True
48802,2025-10-13,Tunisia,Namibia,3.0,0.0,FIFA World Cup qualification,Radès,Tunisia,False
48803,2025-10-13,Northern Ireland,Germany,0.0,1.0,FIFA World Cup qualification,Belfast,Northern Ireland,False
48804,2025-10-13,Slovakia,Luxembourg,2.0,0.0,FIFA World Cup qualification,Trnava,Slovakia,False
48805,2025-10-13,Slovenia,Switzerland,0.0,0.0,FIFA World Cup qualification,Ljubljana,Slovenia,False
48806,2025-10-13,Sweden,Kosovo,0.0,1.0,FIFA World Cup qualification,Gothenburg,Sweden,False
48807,2025-10-13,Iceland,France,2.0,2.0,FIFA World Cup qualification,Reykjavík,Iceland,False
48808,2025-10-13,Ukraine,Azerbaijan,2.0,1.0,FIFA World Cup qualification,Kraków,Poland,True
48809,2025-10-13,Wales,Belgium,2.0,4.0,FIFA World Cup qualification,Cardiff,Wales,False
48810,2025-10-13,North Macedonia,Kazakhstan,1.0,1.0,FIFA World Cup qualification,Skopje,North Macedonia,False
48811,2025-10-13,Honduras,Haiti,3.0,0.0,FIFA World Cup qualification,Tegucigalpa,Honduras,False
48812,2025-10-13,Costa Rica,Nicaragua,4.0,1.0,FIFA World Cup qualification,San José,Costa Rica,False
48813,2025-10-14,Albania,Jordan,4.0,2.0,Friendly,Tirana,Albania,False
48814,2025-10-14,Japan,Brazil,3.0,2.0,Kirin Cup,Tokyo,Japan,False
48815,2025-10-14,Iran,Tanzania,2.0,0.0,Friendly,Dubai,United Arab Emirates,True
48816,2025-10-14,Canada,Colombia,0.0,0.0,Friendly,Harrison,United States,True
48817,2025-10-14,South Korea,Paraguay,2.0,0.0,Friendly,Seoul,South Korea,False
48818,2025-10-14,Mexico,Ecuador,1.0,1.0,Friendly,Zapopan,Mexico,False
48819,2025-10-14,Norway,New Zealand,1.0,1.0,Friendly,Oslo,Norway,False
48820,2025-10-14,Puerto Rico,Argentina,0.0,6.0,Friendly,Fort Lauderdale,United States,True
48821,2025-10-14,Russia,Bolivia,3.0,0.0,Friendly,Moscow,Russia,False
48822,2025-10-14,United States,Australia,2.0,1.0,Friendly,Denver,United States,False
48823,2025-10-14,Qatar,United Arab Emirates,2.0,1.0,FIFA World Cup qualification,Al Rayyan,Qatar,False
48824,2025-10-14,Saudi Arabia,Iraq,0.0,0.0,FIFA World Cup qualification,Jeddah,Saudi Arabia,False
48825,2025-10-14,Senegal,Mauritania,4.0,0.0,FIFA World Cup qualification,Diamniadio,Senegal,False
48826,2025-10-14,DR Congo,Sudan,1.0,0.0,FIFA World Cup qualification,Kinshasa,DR Congo,False
48827,2025-10-14,Nigeria,Benin,4.0,0.0,FIFA World Cup qualification,Uyo,Nigeria,False
48828,2025-10-14,South Africa,Rwanda,3.0,0.0,FIFA World Cup qualification,Mbombela,South Africa,False
48829,2025-10-14,Morocco,Congo,1.0,0.0,FIFA World Cup qualification,Rabat,Morocco,False
48830,2025-10-14,Seychelles,Gambia,0.0,7.0,FIFA World Cup qualification,Saint Pierre,Mauritius,True
48831,2025-10-14,Ivory Coast,Kenya,3.0,0.0,FIFA World Cup qualification,Ebimpé,Ivory Coast,False
48832,2025-10-14,Gabon,Burundi,2.0,0.0,FIFA World Cup qualification,Franceville,Gabon,False
48833,2025-10-14,Algeria,Uganda,2.0,1.0,FIFA World Cup qualification,Tizi Ouzou,Algeria,False
48834,2025-10-14,Guinea,Botswana,2.0,2.0,FIFA World Cup qualification,Casablanca,Morocco,True
48835,2025-10-14,Somalia,Mozambique,0.0,1.0,FIFA World Cup qualification,Bir El Djir,Algeria,True
48836,2025-10-14,Spain,Bulgaria,4.0,0.0,FIFA World Cup qualification,Valladolid,Spain,False
48837,2025-10-14,Turkey,Georgia,4.0,1.0,FIFA World Cup qualification,İzmit,Turkey,False
48838,2025-10-14,Portugal,Hungary,2.0,2.0,FIFA World Cup qualification,Lisbon,Portugal,False
48839,2025-10-14,Republic of Ireland,Armenia,1.0,0.0,FIFA World Cup qualification,Dublin,Republic of Ireland,False
48840,2025-10-14,Estonia,Moldova,1.0,1.0,FIFA World Cup qualification,Tallinn,Estonia,False
48841,2025-10-14,Italy,Israel,3.0,0.0,FIFA World Cup qualification,Udine,Italy,False
48842,2025-10-14,Andorra,Serbia,1.0,3.0,FIFA World Cup qualification,Encamp,Andorra,False
48843,2025-10-14,Latvia,England,0.0,5.0,FIFA World Cup qualification,Riga,Latvia,False
48844,2025-10-14,Maldives,Tajikistan,0.0,3.0,AFC Asian Cup qualification,Malé,Maldives,False
48845,2025-10-14,Philippines,Timor-Leste,3.0,1.0,AFC Asian Cup qualification,Capas,Philippines,False
48846,2025-10-14,Bhutan,Lebanon,0.0,4.0,AFC Asian Cup qualification,Al Wakrah,Qatar,True
48847,2025-10-14,Yemen,Brunei,9.0,0.0,AFC Asian Cup qualification,Kuwait City,Kuwait,True
48848,2025-10-14,India,Singapore,1.0,2.0,AFC Asian Cup qualification,Margao,India,False
48849,2025-10-14,Hong Kong,Bangladesh,1.0,1.0,AFC Asian Cup qualification,Kowloon,Hong Kong,False
48850,2025-10-14,Taiwan,Thailand,1.0,6.0,AFC Asian Cup qualification,Taipei,Taiwan,False
48851,2025-10-14,Turkmenistan,Sri Lanka,2.0,1.0,AFC Asian Cup qualification,Arkadag,Turkmenistan,False
48852,2025-10-14,Myanmar,Syria,0.0,3.0,AFC Asian Cup qualification,Yangon,Myanmar,False
48853,2025-10-14,Afghanistan,Pakistan,1.0,1.0,AFC Asian Cup qualification,Al Farwaniyah,Kuwait,True
48854,2025-10-14,Vietnam,Nepal,1.0,0.0,AFC Asian Cup qualification,Ho Chi Minh City,Vietnam,False
48855,2025-10-14,Malaysia,Laos,5.0,1.0,AFC Asian Cup qualification,Kuala Lumpur,Malaysia,False
48856,2025-10-14,Panama,Suriname,1.0,1.0,FIFA World Cup qualification,Panama City,Panama,False
48857,2025-10-14,El Salvador,Guatemala,0.0,1.0,FIFA World Cup qualification,San Salvador,El Salvador,False
48858,2025-10-14,Curaçao,Trinidad and Tobago,1.0,1.0,FIFA World Cup qualification,Willemstad,Curaçao,False
48859,2025-10-14,Jamaica,Bermuda,4.0,0.0,FIFA World Cup qualification,Kingston,Jamaica,False
48860,2025-11-12,Tunisia,Mauritania,1.0,1.0,Friendly,Radès,Tunisia,False
48861,2025-11-12,Russia,Peru,1.0,1.0,Friendly,Saint Petersburg,Russia,False
48862,2025-11-12,Cuba,Saint Lucia,3.0,0.0,CONCACAF Series,Santiago de los Caballeros,Dominican Republic,True
48863,2025-11-12,Dominican Republic,Saint Vincent and the Grenadines,2.0,0.0,CONCACAF Series,Santiago de los Caballeros,Dominican Republic,False
48864,2025-11-12,Dominica,Saint Martin,1.0,2.0,CONCACAF Series,Basseterre,Saint Kitts and Nevis,True
48865,2025-11-12,Saint Kitts and Nevis,Sint Maarten,0.0,0.0,CONCACAF Series,Basseterre,Saint Kitts and Nevis,False
48866,2025-11-12,Barbados,Bonaire,3.0,2.0,CONCACAF Series,North Sound,Antigua and Barbuda,True
48867,2025-11-12,Antigua and Barbuda,Aruba,0.0,0.0,CONCACAF Series,North Sound,Antigua and Barbuda,False
48868,2025-11-12,Bahamas,Anguilla,1.0,2.0,CONCACAF Series,George Town,Cayman Islands,True
48869,2025-11-12,Cayman Islands,British Virgin Islands,1.0,2.0,CONCACAF Series,George Town,Cayman Islands,False
48870,2025-11-13,Algeria,Zimbabwe,3.0,1.0,Friendly,Jeddah,Saudi Arabia,True
48871,2025-11-13,Bangladesh,Nepal,2.0,2.0,Friendly,Dhaka,Bangladesh,False
48872,2025-11-13,Canada,Ecuador,0.0,0.0,Friendly,Toronto,Canada,False
48873,2025-11-13,Czech Republic,San Marino,1.0,0.0,Friendly,Karviná,Czech Republic,False
48874,2025-11-13,Hong Kong,Cambodia,1.0,1.0,Friendly,Hong Kong,Hong Kong,False
48875,2025-11-13,Lithuania,Israel,0.0,0.0,Friendly,Kaunas,Lithuania,False
48876,2025-11-13,North Macedonia,Latvia,0.0,0.0,Friendly,Skopje,North Macedonia,False
48877,2025-11-13,Thailand,Singapore,3.0,2.0,Friendly,Pathum Thani,Thailand,False
48878,2025-11-13,United Arab Emirates,Iraq,1.0,1.0,FIFA World Cup qualification,Abu Dhabi,United Arab Emirates,False
48879,2025-11-13,Cameroon,DR Congo,0.0,1.0,FIFA World Cup qualification,Rabat,Morocco,True
48880,2025-11-13,Nigeria,Gabon,4.0,1.0,FIFA World Cup qualification,Rabat,Morocco,True
48881,2025-11-13,France,Ukraine,4.0,0.0,FIFA World Cup qualification,Paris,France,False
48882,2025-11-13,Azerbaijan,Iceland,0.0,2.0,FIFA World Cup qualification,Baku,Azerbaijan,False
48883,2025-11-13,Republic of Ireland,Portugal,2.0,0.0,FIFA World Cup qualification,Dublin,Republic of Ireland,False
48884,2025-11-13,Armenia,Hungary,0.0,1.0,FIFA World Cup qualification,Yerevan,Armenia,False
48885,2025-11-13,Norway,Estonia,4.0,1.0,FIFA World Cup qualification,Oslo,Norway,False
48886,2025-11-13,Moldova,Italy,0.0,2.0,FIFA World Cup qualification,Chișinău,Moldova,False
48887,2025-11-13,England,Serbia,2.0,0.0,FIFA World Cup qualification,London,England,False
48888,2025-11-13,Andorra,Albania,0.0,1.0,FIFA World Cup qualification,Encamp,Andorra,False
48889,2025-11-13,Iran,Cape Verde,0.0,0.0,Al Ain International Cup,Al Ain,United Arab Emirates,True
48890,2025-11-13,Papua New Guinea,Solomon Islands,1.0,0.0,MSG Prime Minister's Cup,Port Moresby,Papua New Guinea,False
48891,2025-11-13,Suriname,El Salvador,4.0,0.0,FIFA World Cup qualification,Paramaribo,Suriname,False
48892,2025-11-13,Guatemala,Panama,2.0,3.0,FIFA World Cup qualification,Guatemala City,Guatemala,False
48893,2025-11-13,Bermuda,Curaçao,0.0,7.0,FIFA World Cup qualification,Devonshire Parish,Bermuda,False
48894,2025-11-13,Trinidad and Tobago,Jamaica,1.0,1.0,FIFA World Cup qualification,Port of Spain,Trinidad and Tobago,False
48895,2025-11-13,Haiti,Costa Rica,1.0,0.0,FIFA World Cup qualification,Willemstad,Curaçao,True
48896,2025-11-13,Nicaragua,Honduras,2.0,0.0,FIFA World Cup qualification,Managua,Nicaragua,False
48897,2025-11-14,Angola,Argentina,0.0,2.0,Friendly,Luanda,Angola,False
48898,2025-11-14,Australia,Venezuela,0.0,1.0,Friendly,Houston,United States,True
48899,2025-11-14,South Korea,Bolivia,2.0,0.0,Friendly,Daejeon,South Korea,False
48900,2025-11-14,Morocco,Mozambique,1.0,0.0,Friendly,Tangier,Morocco,False
48901,2025-11-14,Oman,Sudan,2.0,0.0,Friendly,Seeb,Oman,False
48902,2025-11-14,Comoros,Namibia,1.0,0.0,Friendly,Iconi,Comoros,False
48903,2025-11-14,Uganda,Chad,2.0,1.0,Friendly,Berrechid,Morocco,True
48904,2025-11-14,Burkina Faso,Niger,3.0,2.0,Friendly,Mohammedia,Morocco,True
48905,2025-11-14,Japan,Ghana,2.0,0.0,Kirin Cup,Toyota,Japan,False
48906,2025-11-14,Saudi Arabia,Ivory Coast,1.0,0.0,Friendly,Jeddah,Saudi Arabia,False
48907,2025-11-14,Tunisia,Jordan,3.0,2.0,Friendly,Radès,Tunisia,False
48908,2025-11-14,Luxembourg,Germany,0.0,2.0,FIFA World Cup qualification,Luxembourg,Luxembourg,False
48909,2025-11-14,Slovakia,Northern Ireland,1.0,0.0,FIFA World Cup qualification,Košice,Slovakia,False
48910,2025-11-14,Finland,Malta,0.0,1.0,FIFA World Cup qualification,Helsinki,Finland,False
48911,2025-11-14,Poland,Netherlands,1.0,1.0,FIFA World Cup qualification,Warsaw,Poland,False
48912,2025-11-14,Croatia,Faroe Islands,3.0,1.0,FIFA World Cup qualification,Rijeka,Croatia,False
48913,2025-11-14,Gibraltar,Montenegro,1.0,2.0,FIFA World Cup qualification,Gibraltar,Gibraltar,False
48914,2025-11-14,Uzbekistan,Egypt,2.0,0.0,Al Ain International Cup,Al Ain,United Arab Emirates,True
48915,2025-11-15,Russia,Chile,0.0,2.0,Friendly,Sochi,Russia,False
48916,2025-11-15,Libya,Mauritania,1.0,0.0,Friendly,Benina,Libya,False
48917,2025-11-15,Kuwait,Tanzania,4.0,3.0,Friendly,Cairo,Egypt,True
48918,2025-11-15,Lesotho,Malawi,0.0,0.0,Friendly,Bloemfontein,South Africa,True
48919,2025-11-15,Guinea,Liberia,2.0,0.0,Friendly,Casablanca,Morocco,True
48920,2025-11-15,Brazil,Senegal,2.0,0.0,Friendly,London,England,True
48921,2025-11-15,Colombia,New Zealand,2.0,1.0,Friendly,Fort Lauderdale,United States,True
48922,2025-11-15,Mexico,Uruguay,0.0,0.0,Friendly,Torreón,Mexico,False
48923,2025-11-15,South Africa,Zambia,3.0,1.0,Friendly,Gqeberha,South Africa,False
48924,2025-11-15,United States,Paraguay,2.0,1.0,Friendly,Chester,United States,False
48925,2025-11-15,Slovenia,Kosovo,0.0,2.0,FIFA World Cup qualification,Ljubljana,Slovenia,False
48926,2025-11-15,Switzerland,Sweden,4.0,1.0,FIFA World Cup qualification,Geneva,Switzerland,False
48927,2025-11-15,Denmark,Belarus,2.0,2.0,FIFA World Cup qualification,Copenhagen,Denmark,False
48928,2025-11-15,Greece,Scotland,3.0,2.0,FIFA World Cup qualification,Piraeus,Greece,False
48929,2025-11-15,Turkey,Bulgaria,2.0,0.0,FIFA World Cup qualification,Bursa,Turkey,False
48930,2025-11-15,Georgia,Spain,0.0,4.0,FIFA World Cup qualification,Tbilisi,Georgia,False
48931,2025-11-15,Cyprus,Austria,0.0,2.0,FIFA World Cup qualification,Limassol,Cyprus,False
48932,2025-11-15,Bosnia and Herzegovina,Romania,3.0,1.0,FIFA World Cup qualification,Zenica,Bosnia and Herzegovina,False
48933,2025-11-15,Liechtenstein,Wales,0.0,1.0,FIFA World Cup qualification,Vaduz,Liechtenstein,False
48934,2025-11-15,Kazakhstan,Belgium,1.0,1.0,FIFA World Cup qualification,Astana,Kazakhstan,False
48935,2025-11-15,Martinique,Cuba,0.0,2.0,CONCACAF Series,Santiago de los Caballeros,Dominican Republic,True
48936,2025-11-15,Saint Vincent and the Grenadines,Saint Lucia,3.0,1.0,CONCACAF Series,Santiago de los Caballeros,Dominican Republic,True
48937,2025-11-15,Dominica,Sint Maarten,2.0,3.0,CONCACAF Series,Basseterre,Saint Kitts and Nevis,True
48938,2025-11-15,Saint Martin,Belize,0.0,1.0,CONCACAF Series,Basseterre,Saint Kitts and Nevis,True
48939,2025-11-15,Barbados,Aruba,0.0,3.0,CONCACAF Series,North Sound,Antigua and Barbuda,True
48940,2025-11-15,Guyana,Bonaire,2.0,1.0,CONCACAF Series,North Sound,Antigua and Barbuda,True
48941,2025-11-15,Bahamas,British Virgin Islands,0.0,6.0,CONCACAF Series,George Town,Cayman Islands,True
48942,2025-11-15,Cayman Islands,Anguilla,4.0,0.0,CONCACAF Series,George Town,Cayman Islands,False
48943,2025-11-15,Basque Country,Palestine,3.0,0.0,Friendly,Bilbao,Spain,False
48944,2025-11-16,Nigeria,DR Congo,1.0,1.0,FIFA World Cup qualification,Rabat,Morocco,True
48945,2025-11-16,Ukraine,Iceland,2.0,0.0,FIFA World Cup qualification,Warsaw,Poland,True
48946,2025-11-16,Azerbaijan,France,1.0,3.0,FIFA World Cup qualification,Baku,Azerbaijan,False
48947,2025-11-16,Portugal,Armenia,9.0,1.0,FIFA World Cup qualification,Porto,Portugal,False
48948,2025-11-16,Hungary,Republic of Ireland,2.0,3.0,FIFA World Cup qualification,Budapest,Hungary,False
48949,2025-11-16,Moldova,Israel,1.0,4.0,FIFA World Cup qualification,Chișinău,Moldova,False
48950,2025-11-16,Italy,Norway,1.0,4.0,FIFA World Cup qualification,Milan,Italy,False
48951,2025-11-16,Albania,England,0.0,2.0,FIFA World Cup qualification,Tirana,Albania,False
48952,2025-11-16,Serbia,Latvia,2.0,1.0,FIFA World Cup qualification,Leskovac,Serbia,False
48953,2025-11-17,Comoros,Namibia,4.0,0.0,Friendly,Iconi,Comoros,False
48954,2025-11-17,Mozambique,Chad,2.0,2.0,Friendly,Berrechid,Morocco,True
48955,2025-11-17,Madagascar,Equatorial Guinea,2.0,0.0,Friendly,Antalya,Turkey,True
48956,2025-11-17,Finland,Andorra,4.0,0.0,Friendly,Tampere,Finland,False
48957,2025-11-17,Qatar,Zimbabwe,1.0,2.0,Friendly,Al Rayyan,Qatar,False
48958,2025-11-17,Bahrain,Somalia,1.0,2.0,Friendly,Riffa,Bahrain,False
48959,2025-11-17,Northern Ireland,Luxembourg,1.0,0.0,FIFA World Cup qualification,Belfast,Northern Ireland,False
48960,2025-11-17,Germany,Slovakia,6.0,0.0,FIFA World Cup qualification,Leipzig,Germany,False
48961,2025-11-17,Malta,Poland,2.0,3.0,FIFA World Cup qualification,Ta' Qali,Malta,False
48962,2025-11-17,Netherlands,Lithuania,4.0,0.0,FIFA World Cup qualification,Amsterdam,Netherlands,False
48963,2025-11-17,Czech Republic,Gibraltar,6.0,0.0,FIFA World Cup qualification,Olomouc,Czech Republic,False
48964,2025-11-17,Montenegro,Croatia,2.0,3.0,FIFA World Cup qualification,Podgorica,Montenegro,False
48965,2025-11-17,Cape Verde,Egypt,1.0,1.0,Al Ain International Cup,Al Ain,United Arab Emirates,True
48966,2025-11-17,Vanuatu,Fiji,2.0,0.0,MSG Prime Minister's Cup,Port Moresby,Papua New Guinea,True
48967,2025-11-18,Angola,Zambia,3.0,2.0,Friendly,Luanda,Angola,False
48968,2025-11-18,Morocco,Uganda,4.0,0.0,Friendly,Tangier,Morocco,False
48969,2025-11-18,Oman,Ivory Coast,0.0,2.0,Friendly,Seeb,Oman,False
48970,2025-11-18,Saudi Arabia,Algeria,0.0,2.0,Friendly,Jeddah,Saudi Arabia,False
48971,2025-11-18,Guinea,Niger,1.0,1.0,Friendly,Mohammedia,Morocco,True
48972,2025-11-18,Kenya,Senegal,0.0,8.0,Friendly,Antalya,Turkey,True
48973,2025-11-18,Benin,Burkina Faso,0.0,3.0,Friendly,Mohammedia,Morocco,True
48974,2025-11-18,Japan,Bolivia,3.0,0.0,Kirin Cup,Tokyo,Japan,False
48975,2025-11-18,Mali,Jordan,3.0,2.0,Friendly,Radès,Tunisia,True
48976,2025-11-18,Kuwait,Gambia,2.0,2.0,Friendly,Cairo,Egypt,True
48977,2025-11-18,Lesotho,Malawi,0.0,1.0,Friendly,Bloemfontein,South Africa,True
48978,2025-11-18,Maldives,Philippines,0.0,2.0,AFC Asian Cup qualification,Malé,Maldives,False
48979,2025-11-18,Timor-Leste,Tajikistan,0.0,5.0,AFC Asian Cup qualification,Darwin,Australia,True
48980,2025-11-18,Yemen,Bhutan,7.0,1.0,AFC Asian Cup qualification,Kuwait City,Kuwait,True
48981,2025-11-18,Brunei,Lebanon,0.0,3.0,AFC Asian Cup qualification,Bandar Seri Begawan,Brunei,False
48982,2025-11-18,Bangladesh,India,1.0,0.0,AFC Asian Cup qualification,Dhaka,Bangladesh,False
48983,2025-11-18,Hong Kong,Singapore,1.0,2.0,AFC Asian Cup qualification,Kowloon,Hong Kong,False
48984,2025-11-18,Sri Lanka,Thailand,0.0,4.0,AFC Asian Cup qualification,Colombo,Sri Lanka,False
48985,2025-11-18,Turkmenistan,Taiwan,3.0,1.0,AFC Asian Cup qualification,Arkadag,Turkmenistan,False
48986,2025-11-18,Pakistan,Syria,0.0,5.0,AFC Asian Cup qualification,Islamabad,Pakistan,False
48987,2025-11-18,Malaysia,Nepal,1.0,0.0,AFC Asian Cup qualification,Kuala Lumpur,Malaysia,False
48988,2025-11-18,Brazil,Tunisia,1.0,1.0,Friendly,Lille,France,True
48989,2025-11-18,Canada,Venezuela,2.0,0.0,Friendly,Fort Lauderdale,United States,True
48990,2025-11-18,Chile,Peru,2.0,1.0,Friendly,Sochi,Russia,True
48991,2025-11-18,Colombia,Australia,3.0,0.0,Friendly,New York,United States,True
48992,2025-11-18,Cyprus,Estonia,2.0,4.0,Friendly,Limassol,Cyprus,False
48993,2025-11-18,Ecuador,New Zealand,2.0,0.0,Friendly,Harrison,United States,True
48994,2025-11-18,Faroe Islands,Kazakhstan,1.0,0.0,Friendly,Pula,Croatia,True
48995,2025-11-18,South Korea,Ghana,1.0,0.0,Friendly,Seoul,South Korea,False
48996,2025-11-18,Mexico,Paraguay,1.0,2.0,Friendly,San Antonio,United States,True
48997,2025-11-18,United States,Uruguay,5.0,1.0,Friendly,Tampa,United States,False
48998,2025-11-18,Iraq,United Arab Emirates,2.0,1.0,FIFA World Cup qualification,Basra,Iraq,False
48999,2025-11-18,Kosovo,Switzerland,1.0,1.0,FIFA World Cup qualification,Pristina,Kosovo,False
49000,2025-11-18,Sweden,Slovenia,1.0,1.0,FIFA World Cup qualification,Solna,Sweden,False
49001,2025-11-18,Scotland,Denmark,4.0,2.0,FIFA World Cup qualification,Glasgow,Scotland,False
49002,2025-11-18,Belarus,Greece,0.0,0.0,FIFA World Cup qualification,Zalaegerszeg,Hungary,True
49003,2025-11-18,Spain,Turkey,2.0,2.0,FIFA World Cup qualification,Seville,Spain,False
